Word Frequency Analysis Report
==================================================
EPUB File: Harry Potter and the Order of the Phoenix Deluxe Illustrated Slipcase Edition (J. K. Rowling) (Z-Library).epub
Total words: 258,046
Unique words: 13,973

Category Summary:
--------------------
Other: 13,676 unique words
CET-4: 170 unique words
CET-6: 127 unique words

Top 50 Most Frequent Words:
------------------------------
Rank   Word                 Count      Category  
git                       5        times  [Other]
gits                      1        times  [Other]
giv                       2        times  [Other]
give                      137      times  [CET-4]
given                     60       times  [Other]
gives                     4        times  [Other]
giving                    50       times  [Other]
glacial                   1        times  [Other]
glad                      19       times  [Other]
gladly                    1        times  [Other]
gladys                    1        times  [Other]
glanc                     1        times  [Other]
glance                    21       times  [Other]
glanced                   54       times  [Other]
glances                   4        times  [Other]
glancing                  17       times  [Other]
glare                     3        times  [Other]
glared                    29       times  [Other]
glares                    1        times  [Other]
glaring                   12       times  [Other]
glass                     77       times  [Other]
glasses                   36       times  [Other]
glassless                 1        times  [Other]
glassy                    1        times  [Other]
glazed                    1        times  [Other]
gle                       6        times  [Other]
gleam                     1        times  [Other]
gleamed                   3        times  [Other]
gleaming                  17       times  [Other]
gleaned                   1        times  [Other]
gled                      2        times  [Other]
glee                      5        times  [Other]
gleeful                   5        times  [Other]
gleefully                 8        times  [Other]
gles                      2        times  [Other]
glide                     1        times  [Other]
gliding                   5        times  [Other]
glim                      2        times  [Other]
glimmered                 3        times  [Other]
glimmering                2        times  [Other]
glimpse                   11       times  [Other]
glimpsed                  5        times  [Other]
glimpses                  2        times  [Other]
gling                     1        times  [Other]
glint                     1        times  [Other]
glinted                   3        times  [Other]
glinting                  2        times  [Other]
glistened                 2        times  [Other]
glit                      2        times  [Other]
glitter                   1        times  [Other]
glittered                 3        times  [Other]
glittering                12       times  [Other]
glitters                  1        times  [Other]
gloated                   1        times  [Other]
gloating                  4        times  [Other]
gloom                     9        times  [Other]
gloomier                  1        times  [Other]
gloomily                  9        times  [Other]
gloomy                    8        times  [Other]
glorious                  4        times  [Other]
glossy                    1        times  [Other]
glove                     1        times  [Other]
gloves                    6        times  [Other]
glow                      8        times  [Other]
glowed                    8        times  [Other]
glowering                 5        times  [Other]
glowing                   9        times  [Other]
glued                     2        times  [Other]
glum                      3        times  [Other]
glumly                    9        times  [Other]
gnarled                   5        times  [Other]
gnashing                  1        times  [Other]
gnaw                      1        times  [Other]
gnawed                    1        times  [Other]
go                        301      times  [CET-4]
goaded                    2        times  [Other]
goading                   1        times  [Other]
goal                      19       times  [Other]
goalkeep                  1        times  [Other]
goalkeeping               1        times  [Other]
goalpost                  1        times  [Other]
goalposts                 5        times  [Other]
goals                     5        times  [Other]
goats                     2        times  [Other]
gob                       1        times  [Other]
goblet                    8        times  [Other]
goblets                   2        times  [Other]
goblin                    19       times  [Other]
goblins                   8        times  [Other]
gobstones                 4        times  [Other]
god                       6        times  [Other]
godfather                 18       times  [Other]
godric                    1        times  [Other]
goes                      7        times  [Other]
goggled                   4        times  [Other]
goggling                  3        times  [Other]
goin                      9        times  [Other]
going                     377      times  [Other]
goings                    1        times  [Other]
gol                       1        times  [Other]
gold                      43       times  [Other]
golden                    44       times  [Other]
goldfish                  1        times  [Other]
goldstein                 6        times  [Other]
golgo                     2        times  [Other]
golgomath                 6        times  [Other]
gomath                    1        times  [Other]
gone                      98       times  [Other]
gonglike                  1        times  [Other]
gonna                     3        times  [Other]
good                      274      times  [CET-4]
goodness                  5        times  [Other]
goods                     2        times  [Other]
goose                     1        times  [Other]
gordon                    1        times  [Other]
gorge                     1        times  [Other]
gorgeous                  1        times  [Other]
gorillas                  1        times  [Other]
gormless                  1        times  [Other]
gos                       1        times  [Other]
gosh                      1        times  [Other]
goshawk                   1        times  [Other]
gossamer                  2        times  [Other]
gossiping                 1        times  [Other]
got                       500      times  [Other]
gotta                     4        times  [Other]
gotten                    12       times  [Other]
gouge                     2        times  [Other]
gouged                    1        times  [Other]
gouging                   1        times  [Other]
governing                 1        times  [Other]
government                1        times  [Other]
gown                      7        times  [Other]
goyle                     40       times  [Other]
gra                       1        times  [Other]
grab                      5        times  [Other]
grabbed                   19       times  [Other]
grabbing                  4        times  [Other]
grace                     3        times  [Other]
gracefully                3        times  [Other]
gracious                  1        times  [Other]
grade                     8        times  [Other]
graded                    1        times  [Other]
grades                    6        times  [Other]
graffittied               1        times  [Other]
grains                    1        times  [Other]
gran                      6        times  [Other]
grand                     4        times  [Other]
grandad                   1        times  [Other]
granddaughter             2        times  [Other]
grandfa                   1        times  [Other]
grandfather               4        times  [Other]
grandmother               5        times  [Other]
grandparents              1        times  [Other]
grandpr                   2        times  [Other]
grandson                  3        times  [Other]
granger                   26       times  [Other]
grapes                    1        times  [Other]
graphics                  1        times  [Other]
grasp                     4        times  [Other]
grasped                   3        times  [Other]
grasping                  4        times  [Other]
grass                     21       times  [Other]
grate                     5        times  [Other]
grateful                  9        times  [Other]
gratefully                2        times  [Other]
gratiating                1        times  [Other]
gratitude                 3        times  [Other]
grave                     6        times  [Other]
gravely                   2        times  [Other]
graveyard                 6        times  [Other]
grawp                     63       times  [Other]
grawpy                    7        times  [Other]
gray                      38       times  [Other]
graying                   2        times  [Other]
grayish                   1        times  [Other]
grease                    1        times  [Other]
greasy                    7        times  [Other]
great                     195      times  [CET-4]
greater                   3        times  [Other]
greatest                  7        times  [Other]
greatly                   4        times  [Other]
gredients                 1        times  [Other]
gree                      1        times  [Other]
greed                     1        times  [Other]
green                     61       times  [Other]
greengrass                1        times  [Other]
greenhouse                4        times  [Other]
greenhouses               3        times  [Other]
greenish                  3        times  [Other]
greenland                 1        times  [Other]
greens                    1        times  [Other]
greet                     4        times  [Other]
greeted                   9        times  [Other]
greeting                  2        times  [Other]
greetings                 3        times  [Other]
gregory                   2        times  [Other]
grenades                  1        times  [Other]
grew                      21       times  [Other]
grid                      14       times  [Other]
grids                     1        times  [Other]
grief                     4        times  [Other]
grievous                  1        times  [Other]
griffin                   4        times  [Other]
grille                    1        times  [Other]
grilles                   8        times  [Other]
grily                     3        times  [Other]
grim                      12       times  [Other]
grimace                   2        times  [Other]
grimaced                  1        times  [Other]
grime                     1        times  [Other]
grimly                    23       times  [Other]
grimmauld                 42       times  [Other]
grimy                     6        times  [Other]
grin                      17       times  [Other]
grinding                  4        times  [Other]
grindstone                1        times  [Other]
gringotts                 4        times  [Other]
grinned                   8        times  [Other]
grinning                  30       times  [Other]
grins                     1        times  [Other]
grip                      26       times  [Other]
gripped                   5        times  [Other]
gripping                  7        times  [Other]
grips                     1        times  [Other]
griselda                  3        times  [Other]
gritted                   3        times  [Other]
gritty                    1        times  [Other]
grizzled                  2        times  [Other]
groan                     4        times  [Other]
groaned                   12       times  [Other]
groaning                  2        times  [Other]
grope                     1        times  [Other]
groped                    3        times  [Other]
groping                   4        times  [Other]
grotesque                 2        times  [Other]
grotesquely               1        times  [Other]
grouchy                   2        times  [Other]
ground                    83       times  [Other]
grounds                   42       times  [Other]
group                     47       times  [Other]
grouped                   6        times  [Other]
groups                    9        times  [Other]
grow                      5        times  [Other]
growing                   27       times  [Other]
growl                     1        times  [Other]
growled                   24       times  [Other]
growling                  1        times  [Other]
grown                     13       times  [Other]
growth                    3        times  [Other]
grubbly                   40       times  [Other]
grubby                    3        times  [Other]
grudg                     1        times  [Other]
grudgingly                4        times  [Other]
gruesome                  5        times  [Other]
gruff                     1        times  [Other]
gruffly                   9        times  [Other]
grumble                   2        times  [Other]
grumbled                  2        times  [Other]
grumbling                 4        times  [Other]
grumpily                  4        times  [Other]
grumpy                    3        times  [Other]
grunt                     4        times  [Other]
grunted                   16       times  [Other]
grunting                  5        times  [Other]
gruntled                  2        times  [Other]
grunts                    2        times  [Other]
gry                       2        times  [Other]
gryff                     1        times  [Other]
gryffin                   3        times  [Other]
gryffindor                113      times  [Other]
gryffindors               13       times  [Other]
gryffndor                 1        times  [Other]
guarantee                 3        times  [Other]
guaranteed                2        times  [Other]
guarantees                1        times  [Other]
guard                     38       times  [Other]
guarded                   3        times  [Other]
guardian                  1        times  [Other]
guardians                 2        times  [Other]
guarding                  6        times  [Other]
guards                    4        times  [Other]
gubraithian               1        times  [Other]
gudgeon                   1        times  [Other]
guess                     6        times  [Other]
guessed                   9        times  [Other]
guessing                  3        times  [Other]
guest                     3        times  [Other]
guff                      1        times  [Other]
guffawed                  1        times  [Other]
guffawing                 1        times  [Other]
guffaws                   1        times  [Other]
guide                     3        times  [Other]
guided                    1        times  [Other]
guidelines                1        times  [Other]
guides                    1        times  [Other]
guilt                     8        times  [Other]
guiltily                  1        times  [Other]
guilty                    16       times  [Other]
guished                   1        times  [Other]
gullies                   1        times  [Other]
gully                     2        times  [Other]
gulp                      8        times  [Other]
gulped                    5        times  [Other]
gulping                   1        times  [Other]
gulps                     2        times  [Other]
gum                       3        times  [Other]
gument                    1        times  [Other]
gummed                    1        times  [Other]
gunshot                   2        times  [Other]
gurg                      12       times  [Other]
gurgled                   1        times  [Other]
gus                       2        times  [Other]
gush                      2        times  [Other]
gust                      1        times  [Other]
gusto                     3        times  [Other]
guts                      4        times  [Other]
guttered                  1        times  [Other]
guttering                 1        times  [Other]
ha                        36       times  [Other]
hab                       1        times  [Other]
habit                     4        times  [Other]
habitat                   2        times  [Other]
habitation                1        times  [Other]
habits                    3        times  [Other]
had                       2347     times  [Other]
hadn                      52       times  [Other]
hag                       6        times  [Other]
hagger                    6        times  [Other]
hagrid                    456      times  [Other]
hailed                    2        times  [Other]
hailing                   1        times  [Other]
hailstones                1        times  [Other]
hair                      118      times  [Other]
haircut                   1        times  [Other]
haircuts                  1        times  [Other]
haired                    19       times  [Other]
hairnet                   1        times  [Other]
hairpin                   1        times  [Other]
hairs                     3        times  [Other]
hairstyle                 1        times  [Other]
hairy                     4        times  [Other]
hal                       1        times  [Other]
half                      123      times  [Other]
halfheart                 1        times  [Other]
halfhearted               2        times  [Other]
halfheartedly             1        times  [Other]
halfway                   41       times  [Other]
hall                      156      times  [Other]
hallmarks                 1        times  [Other]
hallows                   1        times  [Other]
hallucination             1        times  [Other]
hallway                   5        times  [Other]
halt                      19       times  [Other]
halted                    3        times  [Other]
ham                       4        times  [Other]
hammered                  1        times  [Other]
hammering                 9        times  [Other]
hams                      1        times  [Other]
hand                      273      times  [Other]
handbag                   6        times  [Other]
handed                    26       times  [Other]
handedly                  1        times  [Other]
handful                   6        times  [Other]
handing                   16       times  [Other]
handkerchief              7        times  [Other]
handle                    14       times  [Other]
handled                   3        times  [Other]
handlers                  2        times  [Other]
handling                  5        times  [Other]
hands                     137      times  [Other]
handsome                  8        times  [Other]
handsomely                1        times  [Other]
handwriting               6        times  [Other]
handwritten               1        times  [Other]
hang                      15       times  [Other]
hanged                    1        times  [Other]
hangers                   1        times  [Other]
hangin                    2        times  [Other]
hanging                   20       times  [Other]
hangings                  7        times  [Other]
hangman                   1        times  [Other]
hannah                    10       times  [Other]
hap                       5        times  [Other]
haphazardly               3        times  [Other]
happen                    30       times  [Other]
happened                  111      times  [Other]
happenin                  1        times  [Other]
happening                 21       times  [Other]
happens                   9        times  [Other]
happi                     1        times  [Other]
happier                   8        times  [Other]
happiest                  2        times  [Other]
happily                   30       times  [Other]
happiness                 13       times  [Other]
happy                     39       times  [Other]
haps                      2        times  [Other]
har                       1        times  [Other]
harassed                  2        times  [Other]
harbor                    1        times  [Other]
hard                      129      times  [Other]
hardened                  1        times  [Other]
harder                    18       times  [Other]
hardly                    32       times  [Other]
hark                      1        times  [Other]
harm                      4        times  [Other]
harmed                    1        times  [Other]
harmless                  3        times  [Other]
harmony                   1        times  [Other]
harness                   1        times  [Other]
harnessed                 1        times  [Other]
harold                    2        times  [Other]
harp                      2        times  [Other]
harris                    1        times  [Other]
harry                     4089     times  [Other]
harsh                     5        times  [Other]
harshly                   3        times  [Other]
hart                      1        times  [Other]
has                       206      times  [Other]
hasn                      46       times  [Other]
haste                     4        times  [Other]
hastened                  6        times  [Other]
hastening                 3        times  [Other]
hastily                   32       times  [Other]
hasty                     1        times  [Other]
hat                       68       times  [Other]
hatching                  1        times  [Other]
hate                      10       times  [Other]
hated                     11       times  [Other]
hatefully                 1        times  [Other]
hater                     1        times  [Other]
hates                     2        times  [Other]
hating                    2        times  [Other]
hatred                    5        times  [Other]
hats                      31       times  [Other]
haughtily                 3        times  [Other]
haughty                   1        times  [Other]
haul                      1        times  [Other]
hauling                   1        times  [Other]
haunting                  1        times  [Other]
haunts                    1        times  [Other]
hausted                   2        times  [Other]
hausting                  1        times  [Other]
hav                       3        times  [Other]
have                      958      times  [CET-4]
haven                     98       times  [Other]
haversack                 3        times  [Other]
havin                     1        times  [Other]
having                    78       times  [Other]
havoc                     1        times  [Other]
hawklike                  1        times  [Other]
hazard                    1        times  [Other]
haze                      4        times  [Other]
hazel                     1        times  [Other]
hazily                    1        times  [Other]
hazy                      1        times  [Other]
he                        5069     times  [CET-4]
head                      399      times  [Other]
headache                  1        times  [Other]
headboard                 1        times  [Other]
headed                    22       times  [Other]
headedness                2        times  [Other]
headfirst                 3        times  [Other]
headin                    1        times  [Other]
heading                   26       times  [Other]
headless                  22       times  [Other]
headlights                3        times  [Other]
headline                  6        times  [Other]
headmas                   1        times  [Other]
headmaster                29       times  [Other]
headmasters               4        times  [Other]
headmistress              11       times  [Other]
headmistresses            2        times  [Other]
headquar                  1        times  [Other]
headquarters              18       times  [Other]
heads                     50       times  [Other]
headway                   1        times  [Other]
healed                    6        times  [Other]
healer                    22       times  [Other]
healers                   7        times  [Other]
healing                   4        times  [Other]
health                    4        times  [Other]
healthy                   2        times  [Other]
heap                      3        times  [Other]
heaps                     3        times  [Other]
hear                      144      times  [Other]
heard                     189      times  [Other]
hearing                   64       times  [Other]
hears                     5        times  [Other]
heart                     77       times  [Other]
heartened                 3        times  [Other]
hearthrug                 7        times  [Other]
heartily                  8        times  [Other]
heartless                 1        times  [Other]
hearts                    2        times  [Other]
hearty                    5        times  [Other]
heat                      6        times  [Other]
heatedly                  6        times  [Other]
heav                      1        times  [Other]
heave                     2        times  [Other]
heaved                    11       times  [Other]
heaven                    9        times  [Other]
heavenly                  1        times  [Other]
heavens                   3        times  [Other]
heavily                   41       times  [Other]
heaving                   4        times  [Other]
heavy                     30       times  [Other]
heavyweight               1        times  [Other]
hed                       2        times  [Other]
hedgehogs                 2        times  [Other]
hedgerows                 1        times  [Other]
hedwig                    62       times  [Other]
heel                      6        times  [Other]
heels                     9        times  [Other]
height                    11       times  [Other]
heights                   1        times  [Other]
held                      43       times  [Other]
helicopter                1        times  [Other]
heliopaths                2        times  [Other]
hell                      5        times  [Other]
hellebore                 3        times  [Other]
hello                     19       times  [Other]
helmet                    3        times  [Other]
help                      104      times  [CET-4]
helped                    15       times  [Other]
helper                    1        times  [Other]
helpful                   1        times  [Other]
helping                   12       times  [Other]
helpings                  1        times  [Other]
helplessly                1        times  [Other]
helps                     2        times  [Other]
hem                       33       times  [Other]
hems                      1        times  [Other]
henceforth                3        times  [Other]
heptomology               1        times  [Other]
her                       1787     times  [CET-4]
heralded                  1        times  [Other]
herbione                  1        times  [Other]
herbology                 11       times  [Other]
herbs                     2        times  [Other]
herd                      8        times  [Other]
here                      346      times  [CET-4]
hereby                    2        times  [Other]
hermes                    2        times  [Other]
hermi                     7        times  [Other]
hermione                  1286     times  [Other]
hermy                     5        times  [Other]
hero                      9        times  [Other]
heroes                    2        times  [Other]
heroics                   1        times  [Other]
hers                      9        times  [Other]
herself                   48       times  [Other]
hes                       1        times  [Other]
hesitant                  1        times  [Other]
hesitantly                1        times  [Other]
hesitate                  2        times  [Other]
hesitated                 21       times  [Other]
hestia                    3        times  [Other]
hewn                      1        times  [Other]
hex                       6        times  [Other]
hexes                     5        times  [Other]
hexing                    2        times  [Other]
hey                       26       times  [Other]
hi                        26       times  [Other]
hic                       1        times  [Other]
hiccuped                  2        times  [Other]
hiccuping                 4        times  [Other]
hiccups                   1        times  [Other]
hid                       6        times  [Other]
hidden                    22       times  [Other]
hide                      13       times  [Other]
hideous                   1        times  [Other]
hideout                   1        times  [Other]
hidey                     1        times  [Other]
hidin                     4        times  [Other]
hiding                    25       times  [Other]
hieroglyphs               1        times  [Other]
high                      103      times  [CET-4]
higher                    14       times  [Other]
highest                   1        times  [Other]
highly                    28       times  [Other]
hilar                     1        times  [Other]
hills                     2        times  [Other]
him                       1623     times  [CET-4]
himself                   241      times  [Other]
hind                      14       times  [Other]
hindquarters              1        times  [Other]
hint                      5        times  [Other]
hinted                    1        times  [Other]
hints                     3        times  [Other]
hip                       3        times  [Other]
hippocrates               1        times  [Other]
hippogriff                5        times  [Other]
hippogriffs               3        times  [Other]
hiring                    1        times  [Other]
his                       3248     times  [CET-4]
hiss                      4        times  [Other]
hissed                    7        times  [Other]
hisses                    1        times  [Other]
hissing                   5        times  [Other]
historic                  1        times  [Other]
history                   15       times  [Other]
hit                       62       times  [Other]
hitched                   4        times  [Other]
hitching                  3        times  [Other]
hither                    1        times  [Other]
hits                      1        times  [Other]
hitting                   10       times  [Other]
hmm                       4        times  [Other]
hmmm                      1        times  [Other]
ho                        2        times  [Other]
hoarse                    6        times  [Other]
hoarsely                  7        times  [Other]
hob                       1        times  [Other]
hobbled                   1        times  [Other]
hobbling                  1        times  [Other]
hobgoblins                1        times  [Other]
hog                       41       times  [Other]
hogs                      2        times  [Other]
hogsmeade                 24       times  [Other]
hogsmeaders               1        times  [Other]
hogwarts                  171      times  [Other]
hoist                     3        times  [Other]
hoisted                   5        times  [Other]
hoisting                  4        times  [Other]
hol                       2        times  [Other]
hold                      32       times  [Other]
holder                    1        times  [Other]
holders                   1        times  [Other]
holdin                    1        times  [Other]
holding                   65       times  [Other]
holds                     1        times  [Other]
hole                      20       times  [Other]
holed                     1        times  [Other]
holes                     5        times  [Other]
holi                      3        times  [Other]
holiday                   8        times  [Other]
holidaymakers             2        times  [Other]
holidays                  22       times  [Other]
hollow                    7        times  [Other]
hollowed                  1        times  [Other]
holly                     2        times  [Other]
home                      49       times  [Other]
homes                     2        times  [Other]
homework                  57       times  [Other]
hon                       1        times  [Other]
honed                     1        times  [Other]
honest                    7        times  [Other]
honestly                  7        times  [Other]
honeydukes                1        times  [Other]
honeyed                   2        times  [Other]
honking                   1        times  [Other]
honor                     3        times  [Other]
honored                   2        times  [Other]
hoo                       1        times  [Other]
hooch                     7        times  [Other]
hood                      3        times  [Other]
hooded                    4        times  [Other]
hoods                     3        times  [Other]
hoodwinked                1        times  [Other]
hoof                      2        times  [Other]
hook                      3        times  [Other]
hooked                    3        times  [Other]
hooli                     1        times  [Other]
hoop                      7        times  [Other]
hooper                    2        times  [Other]
hoops                     5        times  [Other]
hoot                      3        times  [Other]
hooted                    4        times  [Other]
hooting                   7        times  [Other]
hooves                    6        times  [Other]
hop                       2        times  [Other]
hope                      48       times  [Other]
hoped                     11       times  [Other]
hopeful                   8        times  [Other]
hopefully                 16       times  [Other]
hopelessly                4        times  [Other]
hopelessness              1        times  [Other]
hopes                     5        times  [Other]
hoping                    18       times  [Other]
hopped                    2        times  [Other]
hopping                   1        times  [Other]
hor                       4        times  [Other]
horizon                   1        times  [Other]
horn                      2        times  [Other]
horned                    7        times  [Other]
horri                     2        times  [Other]
horrible                  44       times  [Other]
horribly                  16       times  [Other]
horrified                 16       times  [Other]
horror                    13       times  [Other]
horrors                   1        times  [Other]
horrorstruck              4        times  [Other]
horse                     26       times  [Other]
horseless                 2        times  [Other]
horses                    17       times  [Other]
horsewhip                 1        times  [Other]
horsey                    2        times  [Other]
hos                       3        times  [Other]
hosepipe                  2        times  [Other]
hosepipes                 1        times  [Other]
hospital                  49       times  [Other]
host                      2        times  [Other]
hostile                   1        times  [Other]
hot                       30       times  [Other]
hotly                     6        times  [Other]
hottest                   1        times  [Other]
hound                     1        times  [Other]
hounds                    1        times  [Other]
hour                      46       times  [Other]
hourglass                 6        times  [Other]
hourglasses               4        times  [Other]
hours                     35       times  [Other]
house                     158      times  [CET-4]
houseguests               1        times  [Other]
household                 1        times  [Other]
householders              1        times  [Other]
householdy                1        times  [Other]
houseroom                 1        times  [Other]
houses                    20       times  [Other]
hovel                     1        times  [Other]
hover                     3        times  [Other]
hovered                   2        times  [Other]
hovering                  8        times  [Other]
how                       434      times  [CET-4]
however                   79       times  [Other]
howl                      5        times  [Other]
howled                    3        times  [Other]
howler                    7        times  [Other]
howling                   6        times  [Other]
hu                        3        times  [Other]
hud                       1        times  [Other]
huddled                   4        times  [Other]
huf                       1        times  [Other]
huffepuff                 1        times  [Other]
huffle                    1        times  [Other]
hufflepuff                20       times  [Other]
hufflepuffs               4        times  [Other]
huffy                     2        times  [Other]
hug                       6        times  [Other]
huge                      13       times  [Other]
hugely                    5        times  [Other]
hugged                    3        times  [Other]
hugging                   5        times  [Other]
huh                       1        times  [Other]
human                     28       times  [CET-4]
humans                    16       times  [Other]
humbled                   1        times  [Other]
humdinger                 2        times  [Other]
humil                     1        times  [Other]
humiliations              1        times  [Other]
hummed                    1        times  [Other]
humming                   4        times  [Other]
hummingbird               1        times  [Other]
humor                     1        times  [Other]
humorlessly               1        times  [Other]
hun                       4        times  [Other]
hunchbacked               1        times  [Other]
hunched                   5        times  [Other]
hundred                   21       times  [Other]
hundreds                  9        times  [Other]
hundredth                 1        times  [Other]
hung                      23       times  [Other]
hunger                    1        times  [Other]
hungrily                  3        times  [Other]
hungry                    4        times  [Other]
hunt                      3        times  [Other]
hunting                   4        times  [Other]
hur                       3        times  [Other]
hurled                    1        times  [Other]
hurricane                 1        times  [Other]
hurricanes                1        times  [Other]
hurried                   51       times  [Other]
hurriedly                 5        times  [Other]
hurry                     21       times  [Other]
hurrying                  19       times  [Other]
hurt                      48       times  [Other]
hurting                   8        times  [Other]
hurtle                    2        times  [Other]
hurtled                   7        times  [Other]
hurtling                  5        times  [Other]
hurts                     3        times  [Other]
hus                       1        times  [Other]
husband                   8        times  [Other]
hush                      1        times  [Other]
hushed                    13       times  [Other]
hushing                   1        times  [Other]
hut                       3        times  [Other]
hydrangea                 2        times  [Other]
hygien                    1        times  [Other]
hyp                       1        times  [Other]
hysterical                5        times  [Other]
hysterically              1        times  [Other]
i74i                      1        times  [Other]
i768                      1        times  [Other]
ian                       1        times  [Other]
iated                     1        times  [Other]
ible                      2        times  [Other]
ical                      2        times  [Other]
ication                   1        times  [Other]
ice                       3        times  [Other]
iced                      2        times  [Other]
icicles                   1        times  [Other]
icily                     1        times  [Other]
ickle                     4        times  [Other]
icy                       12       times  [Other]
id                        3        times  [Other]
iday                      1        times  [Other]
iddum                     1        times  [Other]
ide                       1        times  [Other]
idea                      87       times  [Other]
ideal                     2        times  [Other]
ideally                   1        times  [Other]
ideas                     4        times  [Other]
identi                    1        times  [Other]
identical                 3        times  [Other]
identify                  2        times  [Other]
idiot                     11       times  [Other]
idiots                    8        times  [Other]
idly                      4        times  [Other]
ies                       1        times  [Other]
if                        649      times  [CET-4]
ifzat                     1        times  [Other]
ig                        4        times  [Other]
ignatius                  1        times  [Other]
ignited                   3        times  [Other]
ignore                    15       times  [Other]
ignored                   16       times  [Other]
ignores                   1        times  [Other]
ignoring                  15       times  [Other]
iguana                    1        times  [Other]
il                        1        times  [Other]
ill                       14       times  [Other]
ille                      2        times  [Other]
illegal                   9        times  [Other]
illegality                1        times  [Other]
illegally                 2        times  [Other]
illness                   1        times  [Other]
illumi                    1        times  [Other]
illuminate                2        times  [Other]
illuminated               7        times  [Other]
illuminating              5        times  [Other]
illustrated               1        times  [Other]
illustrations             4        times  [Other]
ily                       3        times  [Other]
im                        16       times  [Other]
imag                      1        times  [Other]
image                     7        times  [Other]
images                    2        times  [Other]
imagination               4        times  [Other]
imagine                   16       times  [Other]
imagined                  11       times  [Other]
imagining                 2        times  [Other]
imago                     2        times  [Other]
imita                     1        times  [Other]
imitated                  1        times  [Other]
imitation                 4        times  [Other]
imme                      1        times  [Other]
immedi                    2        times  [Other]
immediate                 5        times  [Other]
immediately               35       times  [Other]
immense                   4        times  [Other]
immensely                 6        times  [Other]
immersed                  3        times  [Other]
imminent                  3        times  [Other]
immobile                  3        times  [Other]
immobilized               3        times  [Other]
immovable                 1        times  [Other]
impa                      1        times  [Other]
impact                    4        times  [Other]
impaling                  1        times  [Other]
impassively               1        times  [Other]
impatience                2        times  [Other]
impatient                 3        times  [Other]
impatiently               38       times  [Other]
impediment                4        times  [Other]
impedimenta               5        times  [Other]
impenetrable              1        times  [Other]
imperiously               1        times  [Other]
imperius                  9        times  [Other]
impersonal                1        times  [Other]
impersonating             1        times  [Other]
impertinent               1        times  [Other]
imperturbable             2        times  [Other]
imperturbably             1        times  [Other]
imperturbed               1        times  [Other]
impervius                 3        times  [Other]
implored                  1        times  [Other]
imploringly               2        times  [Other]
impor                     2        times  [Other]
importan                  2        times  [Other]
importance                6        times  [Other]
important                 35       times  [Other]
impos                     1        times  [Other]
imposed                   1        times  [Other]
imposing                  2        times  [Other]
impossible                8        times  [Other]
impostor                  3        times  [Other]
imprecations              1        times  [Other]
impres                    1        times  [Other]
